MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_31
MatNr1,2002,PrMod2,TSys54,AB-3CD-2,15.12.2023,03:41:33,angel_to_wide,Tolerance_violence,00:02:21,00:02:21,0.0
MatNr1,2003,PrMod3,TSys32,AB-3CD-7,15.12.2023,04:04:28,OK,OK,00:02:20,00:02:20,0.0
MatNr2,2004,PrMod1,TSys27,AB-3CD-5,15.12.2023,04:32:14,System_issue,System_error,00:02:00,00:02:00,0.0
MatNr2,2005,PrMod3,TSys54,AB-3CD-4,15.12.2023,05:01:06,angel_to_wide,Tolerance_violence,00:01:56,00:01:56,0.0
MatNr3,2006,PrMod3,TSys27,AB-2CD-8,15.12.2023,05:22:34,OK,OK,00:02:10,00:02:10,0.0
MatNr3,2007,PrMod3,TSys32,AB-1CD-5,15.12.2023,05:44:32,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2008,PrMod4,TSys27,AB-1CD-4,15.12.2023,06:07:34,OK,OK,00:01:45,00:01:45,0.0
MatNr1,2009,PrMod4,TSys54,AB-2CD-8,15.12.2023,06:27:54,System_issue,System_error,00:01:52,00:01:52,-0.0
MatNr1,2010,PrMod2,TSys54,AB-3CD-7,15.12.2023,06:51:53,angel_to_wide,Tolerance_violence,00:01:37,00:01:37,0.0
MatNr3,2011,PrMod4,TSys27,AB-3CD-8,15.12.2023,07:14:52,OK,OK,00:01:53,00:01:53,-0.0
MatNr2,2012,PrMod2,TSys27,AB-2CD-8,15.12.2023,07:39:18,OK,OK,00:02:24,00:02:24,0.0
MatNr2,2013,PrMod4,TSys27,AB-3CD-0,15.12.2023,08:03:48,OK,OK,00:02:21,00:02:21,0.0
MatNr2,2014,PrMod3,TSys54,AB-3CD-4,15.12.2023,08:26:08,OK,OK,00:02:25,00:02:25,0.0
MatNr3,2015,PrMod1,TSys54,AB-3CD-4,15.12.2023,08:50:51,OK,OK,00:01:53,00:01:53,0.0
MatNr1,2016,PrMod2,TSys27,AB-1CD-6,15.12.2023,09:14:43,OK,OK,00:02:14,00:02:14,0.0
MatNr1,2017,PrMod4,TSys27,AB-2CD-1,15.12.2023,09:40:19,OK,OK,00:02:05,00:02:05,0.0
MatNr2,2018,PrMod2,TSys54,AB-1CD-9,15.12.2023,10:04:17,angel_to_wide,Tolerance_violence,00:02:10,00:02:10,0.0
MatNr2,2019,PrMod4,TSys32,AB-2CD-0,15.12.2023,10:26:50,OK,OK,00:01:39,00:01:39,0.0
MatNr3,2020,PrMod2,TSys27,AB-2CD-9,15.12.2023,10:46:24,OK,OK,00:02:15,00:02:15,0.0
MatNr2,2021,PrMod4,TSys54,AB-2CD-5,15.12.2023,11:09:15,OK,OK,00:01:42,00:01:42,0.0
MatNr3,2022,PrMod4,TSys54,AB-3CD-8,15.12.2023,11:31:52,OK,OK,00:02:33,00:02:33,0.0
MatNr1,2023,PrMod4,TSys54,AB-2CD-3,15.12.2023,11:54:02,OK,OK,00:01:26,00:01:26,0.0
MatNr2,2024,PrMod3,TSys54,AB-3CD-8,15.12.2023,12:15:34,OK,OK,00:02:03,00:02:03,0.0
MatNr2,2025,PrMod3,TSys27,AB-2CD-3,15.12.2023,12:40:29,OK,OK,00:02:04,00:02:04,0.0
MatNr3,2026,PrMod2,TSys27,AB-2CD-8,15.12.2023,13:03:35,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2027,PrMod4,TSys27,AB-3CD-4,15.12.2023,13:27:28,System_issue,System_error,00:01:59,00:01:59,0.0
MatNr1,2028,PrMod4,TSys32,AB-1CD-5,15.12.2023,13:52:01,OK,OK,00:01:55,00:01:55,0.0
MatNr1,2029,PrMod2,TSys27,AB-1CD-5,15.12.2023,14:16:42,OK,OK,00:01:26,00:01:26,0.0
MatNr1,2030,PrMod4,TSys32,AB-1CD-9,15.12.2023,14:37:42,System_issue,System_error,00:02:12,00:02:12,0.0
MatNr3,2031,PrMod2,TSys32,AB-3CD-2,15.12.2023,15:03:46,OK,OK,00:01:50,00:01:50,0.0
MatNr3,2032,PrMod1,TSys54,AB-1CD-6,15.12.2023,15:25:59,OK,OK,00:01:47,00:01:47,0.0
MatNr3,2033,PrMod1,TSys32,AB-1CD-8,15.12.2023,15:51:58,System_issue,System_error,00:02:19,00:02:19,0.0
MatNr1,2034,PrMod3,TSys54,AB-2CD-0,15.12.2023,16:17:32,OK,OK,00:02:26,00:02:26,0.0
MatNr3,2035,PrMod2,TSys32,AB-2CD-1,15.12.2023,16:37:01,OK,OK,00:01:40,00:01:40,0.0
MatNr1,2036,PrMod2,TSys54,AB-1CD-9,15.12.2023,17:00:44,OK,OK,00:01:52,00:01:52,0.0
MatNr1,2037,PrMod3,TSys54,AB-3CD-8,15.12.2023,17:25:05,OK,OK,00:02:26,00:02:26,0.0
MatNr1,2038,PrMod3,TSys32,AB-1CD-9,15.12.2023,17:48:51,OK,OK,00:01:34,00:01:34,0.0
MatNr2,2039,PrMod1,TSys54,AB-2CD-7,15.12.2023,18:10:24,OK,OK,00:01:48,00:01:48,0.0
MatNr2,2040,PrMod2,TSys32,AB-1CD-2,15.12.2023,18:34:16,OK,OK,00:02:06,00:02:06,0.0
MatNr2,2041,PrMod3,TSys27,AB-3CD-8,15.12.2023,19:01:06,angel_to_wide,Tolerance_violence,00:02:05,00:02:05,0.0
MatNr1,2042,PrMod4,TSys32,AB-3CD-4,15.12.2023,19:21:39,OK,OK,00:02:19,00:02:19,0.0
MatNr1,2043,PrMod1,TSys27,AB-2CD-9,15.12.2023,19:47:11,OK,OK,00:01:05,00:01:05,0.0
MatNr2,2044,PrMod3,TSys32,AB-1CD-4,15.12.2023,20:12:28,OK,OK,00:02:06,00:02:06,0.0
MatNr1,2045,PrMod4,TSys27,AB-3CD-5,15.12.2023,20:37:54,OK,OK,00:01:29,00:01:29,0.0
MatNr2,2046,PrMod4,TSys32,AB-2CD-7,15.12.2023,20:58:57,OK,OK,00:02:16,00:02:16,0.0
MatNr1,2047,PrMod2,TSys27,AB-2CD-9,15.12.2023,21:22:58,OK,OK,00:01:47,00:01:47,0.0
MatNr1,2048,PrMod2,TSys54,AB-1CD-2,15.12.2023,21:44:39,OK,OK,00:01:28,00:01:28,0.0
MatNr2,2049,PrMod2,TSys32,AB-2CD-3,15.12.2023,22:09:56,angel_to_wide,Tolerance_violence,00:01:26,00:01:26,0.0
MatNr2,2050,PrMod2,TSys27,AB-3CD-4,15.12.2023,22:29:47,System_issue,System_error,00:01:57,00:01:57,0.0
MatNr1,2051,PrMod4,TSys32,AB-3CD-8,15.12.2023,22:52:06,System_issue,System_error,00:01:46,00:01:46,0.0
MatNr3,2052,PrMod3,TSys54,AB-1CD-1,15.12.2023,23:14:33,OK,OK,00:02:18,00:02:18,0.0
MatNr2,2053,PrMod3,TSys54,AB-3CD-6,15.12.2023,23:36:39,OK,OK,00:02:13,00:02:13,0.0
MatNr2,2054,PrMod3,TSys27,AB-2CD-7,16.12.2023,00:00:04,OK,OK,00:02:18,00:02:18,0.0
MatNr2,2055,PrMod3,TSys32,AB-2CD-5,16.12.2023,00:23:26,OK,OK,00:01:56,00:01:56,0.0
MatNr3,2056,PrMod2,TSys27,AB-1CD-1,16.12.2023,00:49:39,OK,OK,00:02:05,00:02:05,-0.0
MatNr2,2057,PrMod1,TSys32,AB-2CD-8,16.12.2023,01:12:58,OK,OK,00:01:46,00:01:46,0.0
MatNr3,2058,PrMod3,TSys54,AB-3CD-0,16.12.2023,01:36:47,OK,OK,00:02:17,00:02:17,0.0
MatNr1,2059,PrMod1,TSys54,AB-2CD-0,16.12.2023,02:01:01,OK,OK,00:02:02,00:02:02,0.0
MatNr2,2060,PrMod1,TSys27,AB-3CD-4,16.12.2023,02:23:14,System_issue,System_error,00:02:11,00:02:11,0.0
MatNr1,2061,PrMod1,TSys54,AB-1CD-1,16.12.2023,02:45:37,OK,OK,00:02:25,00:02:25,0.0
MatNr2,2062,PrMod4,TSys54,AB-1CD-8,16.12.2023,03:07:51,System_issue,System_error,00:02:05,00:02:05,0.0
MatNr2,2063,PrMod2,TSys54,AB-2CD-1,16.12.2023,03:32:41,OK,OK,00:01:46,00:01:46,0.0
MatNr3,2064,PrMod3,TSys27,AB-1CD-4,16.12.2023,03:57:19,OK,OK,00:02:04,00:02:04,0.0
MatNr3,2065,PrMod1,TSys27,AB-3CD-1,16.12.2023,04:18:30,OK,OK,00:01:28,00:01:28,0.0
MatNr1,2066,PrMod4,TSys27,AB-1CD-2,16.12.2023,04:46:22,System_issue,System_error,00:01:36,00:01:36,0.0
MatNr2,2067,PrMod2,TSys54,AB-3CD-6,16.12.2023,05:11:06,OK,OK,00:01:37,00:01:37,0.0
MatNr3,2068,PrMod2,TSys54,AB-3CD-1,16.12.2023,05:36:27,OK,OK,00:01:47,00:01:47,0.0
MatNr2,2069,PrMod3,TSys54,AB-1CD-7,16.12.2023,06:11:19,angel_to_wide,Tolerance_violence,00:01:26,00:01:26,0.0
MatNr3,2070,PrMod1,TSys32,AB-3CD-1,16.12.2023,06:33:26,Angel_to_low,Tolerance_violence,00:01:54,00:01:54,0.0
MatNr3,2071,PrMod1,TSys32,AB-3CD-7,16.12.2023,06:57:54,angel_to_wide,Tolerance_violence,00:01:57,00:01:57,0.0
MatNr3,2072,PrMod3,TSys27,AB-2CD-3,16.12.2023,07:21:25,OK,OK,00:01:49,00:01:49,0.0
MatNr1,2073,PrMod3,TSys32,AB-1CD-7,16.12.2023,07:43:30,OK,OK,00:02:11,00:02:11,0.0
MatNr2,2074,PrMod1,TSys27,AB-3CD-3,16.12.2023,08:09:00,OK,OK,00:02:11,00:02:11,0.0
MatNr2,2075,PrMod1,TSys32,AB-2CD-8,16.12.2023,08:38:54,System_issue,System_error,00:01:29,00:01:29,0.0
MatNr1,2076,PrMod2,TSys27,AB-2CD-4,16.12.2023,08:59:52,angel_to_wide,Tolerance_violence,00:01:51,00:01:51,0.0
MatNr1,2077,PrMod2,TSys27,AB-1CD-5,16.12.2023,09:23:44,OK,OK,00:01:38,00:01:38,0.0
MatNr1,2078,PrMod1,TSys27,AB-1CD-1,16.12.2023,09:46:48,OK,OK,00:01:49,00:01:49,0.0
MatNr1,2079,PrMod3,TSys27,AB-3CD-2,16.12.2023,10:13:12,angel_to_wide,Tolerance_violence,00:01:47,00:01:47,0.0
MatNr2,2080,PrMod3,TSys32,AB-2CD-7,16.12.2023,10:38:50,OK,OK,00:01:54,00:01:54,0.0
MatNr2,2081,PrMod2,TSys32,AB-2CD-3,16.12.2023,11:00:49,OK,OK,00:01:24,00:01:24,0.0
MatNr3,2082,PrMod1,TSys32,AB-1CD-8,16.12.2023,11:23:34,Angel_to_low,Tolerance_violence,00:02:08,00:02:08,0.0
MatNr2,2083,PrMod1,TSys27,AB-2CD-1,16.12.2023,11:46:51,OK,OK,00:01:23,00:01:23,0.0
MatNr1,2084,PrMod2,TSys27,AB-3CD-5,16.12.2023,12:10:29,OK,OK,00:02:11,00:02:11,0.0
MatNr2,2085,PrMod4,TSys27,AB-3CD-7,16.12.2023,12:34:57,OK,OK,00:02:32,00:02:32,0.0
MatNr1,2086,PrMod4,TSys54,AB-2CD-9,16.12.2023,13:02:48,OK,OK,00:01:56,00:01:56,0.0
MatNr2,2087,PrMod1,TSys32,AB-2CD-4,16.12.2023,13:26:33,OK,OK,00:01:49,00:01:49,0.0
MatNr3,2088,PrMod3,TSys32,AB-1CD-5,16.12.2023,13:52:25,System_issue,System_error,00:02:02,00:02:02,0.0
MatNr3,2088,PrMod3,TSys32,AB-1CD-5,16.12.2023,13:56:14,System_issue,System_error,00:02:06,00:02:06,0.0
MatNr2,2089,PrMod3,TSys54,AB-2CD-8,16.12.2023,14:21:11,OK,OK,00:02:09,00:02:09,0.0
MatNr3,2090,PrMod3,TSys54,AB-2CD-9,16.12.2023,14:44:45,OK,OK,00:01:44,00:01:44,0.0
MatNr3,2091,PrMod3,TSys32,AB-2CD-6,16.12.2023,15:08:19,OK,OK,00:01:36,00:01:36,0.0
MatNr1,2092,PrMod4,TSys27,AB-3CD-7,16.12.2023,15:38:26,angel_to_wide,Tolerance_violence,00:02:38,00:02:38,0.0
MatNr1,2093,PrMod1,TSys32,AB-3CD-4,16.12.2023,16:02:15,OK,OK,00:01:45,00:01:45,0.0
MatNr3,2094,PrMod3,TSys54,AB-1CD-2,16.12.2023,16:24:02,OK,OK,00:01:33,00:01:33,0.0
MatNr3,2095,PrMod3,TSys27,AB-3CD-5,16.12.2023,16:50:18,System_issue,System_error,00:02:17,00:02:17,0.0
MatNr3,2096,PrMod3,TSys27,AB-1CD-3,16.12.2023,17:13:01,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2097,PrMod3,TSys54,AB-1CD-8,16.12.2023,17:34:22,OK,OK,00:02:00,00:02:00,0.0
MatNr3,2098,PrMod4,TSys32,AB-3CD-7,16.12.2023,18:03:48,System_issue,System_error,00:02:21,00:02:21,0.0
MatNr3,2099,PrMod3,TSys32,AB-3CD-9,16.12.2023,18:26:58,OK,OK,00:01:59,00:01:59,0.0
MatNr2,2100,PrMod4,TSys32,AB-1CD-5,16.12.2023,18:50:44,OK,OK,00:02:11,00:02:11,-0.0
MatNr1,2101,PrMod4,TSys27,AB-2CD-6,16.12.2023,19:15:59,OK,OK,00:02:09,00:02:09,0.0
MatNr3,2102,PrMod4,TSys32,AB-3CD-3,16.12.2023,19:38:15,OK,OK,00:01:39,00:01:39,0.0
MatNr2,2103,PrMod4,TSys27,AB-3CD-2,16.12.2023,19:59:46,System_issue,System_error,00:02:35,00:02:35,0.0
MatNr3,2104,PrMod4,TSys32,AB-3CD-1,16.12.2023,20:23:20,System_issue,System_error,00:01:16,00:01:16,0.0
MatNr1,2105,PrMod1,TSys54,AB-3CD-1,16.12.2023,20:47:27,OK,OK,00:01:44,00:01:44,0.0
MatNr1,2106,PrMod3,TSys27,AB-3CD-9,16.12.2023,21:12:13,OK,OK,00:01:45,00:01:45,0.0
MatNr3,2107,PrMod4,TSys32,AB-3CD-4,16.12.2023,21:34:42,Angel_to_low,Tolerance_violence,00:01:29,00:01:29,0.0
MatNr2,2108,PrMod1,TSys27,AB-1CD-0,16.12.2023,21:57:30,OK,OK,00:01:19,00:01:19,0.0
MatNr3,2109,PrMod1,TSys27,AB-2CD-5,16.12.2023,22:21:53,OK,OK,00:01:51,00:01:51,0.0
MatNr3,2110,PrMod1,TSys27,AB-1CD-0,16.12.2023,22:46:27,OK,OK,00:01:53,00:01:53,0.0
MatNr1,2111,PrMod3,TSys27,AB-2CD-9,16.12.2023,23:06:23,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2112,PrMod4,TSys32,AB-2CD-2,16.12.2023,23:32:42,OK,OK,00:01:46,00:01:46,0.0
MatNr1,2113,PrMod2,TSys54,AB-2CD-0,16.12.2023,23:55:15,System_issue,System_error,00:01:27,00:01:27,0.0
MatNr2,2114,PrMod1,TSys27,AB-2CD-1,17.12.2023,00:19:28,OK,OK,00:02:07,00:02:07,0.0
MatNr1,2115,PrMod1,TSys27,AB-3CD-1,17.12.2023,00:43:41,OK,OK,00:02:17,00:02:17,0.0
MatNr1,2116,PrMod2,TSys32,AB-3CD-8,17.12.2023,01:10:26,OK,OK,00:02:35,00:02:35,0.0
MatNr1,2117,PrMod4,TSys54,AB-1CD-2,17.12.2023,01:34:50,OK,OK,00:02:05,00:02:05,0.0
MatNr2,2118,PrMod4,TSys32,AB-2CD-7,17.12.2023,01:56:24,System_issue,System_error,00:01:24,00:01:24,0.0
MatNr3,2119,PrMod4,TSys32,AB-3CD-9,17.12.2023,02:19:00,OK,OK,00:01:42,00:01:42,0.0
MatNr2,2120,PrMod1,TSys32,AB-2CD-8,17.12.2023,02:43:07,OK,OK,00:01:56,00:01:56,0.0
MatNr1,2121,PrMod2,TSys27,AB-1CD-8,17.12.2023,03:08:49,OK,OK,00:01:50,00:01:50,-0.0
MatNr1,2122,PrMod3,TSys32,AB-2CD-1,17.12.2023,03:37:10,System_issue,System_error,00:01:29,00:01:29,0.0
MatNr1,2123,PrMod3,TSys54,AB-2CD-3,17.12.2023,04:00:25,OK,OK,00:01:56,00:01:56,0.0
MatNr3,2124,PrMod1,TSys32,AB-1CD-2,17.12.2023,04:23:51,System_issue,System_error,00:02:15,00:02:15,0.0
MatNr1,2125,PrMod2,TSys54,AB-2CD-3,17.12.2023,04:49:24,OK,OK,00:02:07,00:02:07,0.0
MatNr1,2126,PrMod4,TSys32,AB-2CD-0,17.12.2023,05:15:04,OK,OK,00:02:15,00:02:15,0.0
MatNr1,2127,PrMod2,TSys32,AB-3CD-4,17.12.2023,05:36:15,Angel_to_low,Tolerance_violence,00:01:22,00:01:22,0.0
MatNr3,2128,PrMod3,TSys27,AB-2CD-8,17.12.2023,05:58:49,OK,OK,00:01:59,00:01:59,0.0
MatNr2,2129,PrMod1,TSys54,AB-3CD-8,17.12.2023,06:22:33,System_issue,System_error,00:02:20,00:02:20,0.0
MatNr2,2130,PrMod4,TSys27,AB-3CD-1,17.12.2023,06:45:52,OK,OK,00:02:01,00:02:01,0.0
MatNr1,2131,PrMod3,TSys27,AB-1CD-7,17.12.2023,07:06:57,OK,OK,00:01:47,00:01:47,0.0
MatNr1,2132,PrMod1,TSys32,AB-3CD-4,17.12.2023,07:28:20,OK,OK,00:01:04,00:01:04,0.0
MatNr3,2133,PrMod1,TSys32,AB-3CD-7,17.12.2023,07:48:42,Angel_to_low,Tolerance_violence,00:02:02,00:02:02,0.0
MatNr2,2134,PrMod1,TSys32,AB-1CD-6,17.12.2023,08:11:36,angel_to_wide,Tolerance_violence,00:02:09,00:02:09,0.0
MatNr2,2135,PrMod4,TSys32,AB-3CD-3,17.12.2023,08:36:57,OK,OK,00:01:40,00:01:40,0.0
MatNr1,2136,PrMod4,TSys32,AB-1CD-8,17.12.2023,09:04:07,OK,OK,00:01:41,00:01:41,0.0
MatNr3,2137,PrMod1,TSys27,AB-3CD-3,17.12.2023,09:30:47,Angel_to_low,Tolerance_violence,00:02:34,00:02:34,0.0
MatNr2,2138,PrMod2,TSys27,AB-1CD-7,17.12.2023,09:55:48,OK,OK,00:02:24,00:02:24,0.0
MatNr3,2139,PrMod1,TSys54,AB-1CD-8,17.12.2023,10:19:13,OK,OK,00:01:47,00:01:47,0.0
MatNr3,2140,PrMod1,TSys27,AB-3CD-7,17.12.2023,10:42:36,OK,OK,00:02:11,00:02:11,0.0
MatNr3,2141,PrMod4,TSys54,AB-1CD-9,17.12.2023,11:05:32,System_issue,System_error,00:01:39,00:01:39,0.0
MatNr2,2142,PrMod4,TSys54,AB-2CD-1,17.12.2023,11:33:31,System_issue,System_error,00:02:18,00:02:18,0.0
MatNr2,2143,PrMod4,TSys54,AB-3CD-3,17.12.2023,11:58:26,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2144,PrMod3,TSys54,AB-1CD-1,17.12.2023,12:18:06,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2145,PrMod2,TSys27,AB-2CD-4,17.12.2023,12:39:31,OK,OK,00:02:04,00:02:04,0.0
MatNr1,2146,PrMod2,TSys32,AB-3CD-9,17.12.2023,13:04:05,OK,OK,00:01:44,00:01:44,0.0
MatNr3,2147,PrMod1,TSys32,AB-3CD-7,17.12.2023,13:27:42,OK,OK,00:01:47,00:01:47,0.0
MatNr3,2148,PrMod2,TSys27,AB-2CD-2,17.12.2023,13:50:31,OK,OK,00:02:20,00:02:20,0.0
MatNr1,2149,PrMod1,TSys54,AB-1CD-4,17.12.2023,14:13:21,OK,OK,00:02:11,00:02:11,0.0
MatNr2,2150,PrMod2,TSys54,AB-3CD-4,17.12.2023,14:35:43,OK,OK,00:01:28,00:01:28,0.0
MatNr2,2151,PrMod4,TSys32,AB-2CD-5,17.12.2023,14:59:40,OK,OK,00:02:16,00:02:16,0.0
MatNr1,2152,PrMod3,TSys54,AB-2CD-2,17.12.2023,15:23:06,OK,OK,00:02:30,00:02:30,0.0
MatNr3,2153,PrMod1,TSys27,AB-2CD-2,17.12.2023,15:47:18,OK,OK,00:01:57,00:01:57,0.0
MatNr3,2154,PrMod3,TSys27,AB-3CD-3,17.12.2023,16:12:33,angel_to_wide,Tolerance_violence,00:02:35,00:02:35,0.0
MatNr1,2155,PrMod3,TSys32,AB-2CD-0,17.12.2023,16:36:33,OK,OK,00:02:08,00:02:08,-0.0
MatNr3,2156,PrMod1,TSys32,AB-3CD-9,17.12.2023,17:03:46,OK,OK,00:01:56,00:01:56,0.0
MatNr1,2157,PrMod4,TSys27,AB-3CD-6,17.12.2023,17:29:40,OK,OK,00:02:03,00:02:03,0.0
MatNr2,2158,PrMod4,TSys32,AB-1CD-2,17.12.2023,17:52:15,OK,OK,00:01:59,00:01:59,0.0
MatNr1,2159,PrMod1,TSys32,AB-3CD-5,17.12.2023,18:14:59,OK,OK,00:02:19,00:02:19,0.0
MatNr2,2160,PrMod4,TSys54,AB-2CD-7,17.12.2023,18:35:06,OK,OK,00:02:22,00:02:22,0.0
MatNr2,2161,PrMod2,TSys54,AB-3CD-5,17.12.2023,18:59:41,OK,OK,00:02:13,00:02:13,0.0
MatNr2,2162,PrMod3,TSys32,AB-3CD-2,17.12.2023,19:19:14,angel_to_wide,Tolerance_violence,00:01:51,00:01:51,0.0
MatNr1,2163,PrMod1,TSys54,AB-2CD-8,17.12.2023,19:42:34,OK,OK,00:01:45,00:01:45,0.0
MatNr3,2164,PrMod2,TSys32,AB-3CD-8,17.12.2023,20:08:26,OK,OK,00:01:39,00:01:39,0.0
MatNr1,2165,PrMod2,TSys54,AB-1CD-6,17.12.2023,20:33:09,OK,OK,00:01:49,00:01:49,-0.0
MatNr3,2166,PrMod4,TSys27,AB-3CD-8,17.12.2023,20:54:01,OK,OK,00:01:49,00:01:49,0.0
MatNr1,2167,PrMod1,TSys27,AB-1CD-9,17.12.2023,21:18:40,OK,OK,00:02:48,00:02:48,0.0
MatNr3,2168,PrMod4,TSys32,AB-3CD-7,17.12.2023,21:43:16,OK,OK,00:02:03,00:02:03,0.0
MatNr3,2169,PrMod2,TSys27,AB-1CD-2,17.12.2023,22:04:26,OK,OK,00:02:13,00:02:13,0.0
MatNr1,2170,PrMod3,TSys27,AB-3CD-9,17.12.2023,22:34:37,Angel_to_low,Tolerance_violence,00:01:42,00:01:42,0.0
MatNr2,2171,PrMod2,TSys54,AB-2CD-1,17.12.2023,23:02:12,System_issue,System_error,00:01:43,00:01:43,0.0
MatNr2,2172,PrMod4,TSys27,AB-2CD-0,17.12.2023,23:23:13,OK,OK,00:02:25,00:02:25,0.0
MatNr3,2173,PrMod4,TSys32,AB-3CD-2,17.12.2023,23:47:12,OK,OK,00:01:23,00:01:23,0.0
MatNr2,2174,PrMod4,TSys27,AB-1CD-2,18.12.2023,00:23:40,angel_to_wide,Tolerance_violence,00:01:47,00:01:47,0.0
MatNr3,2175,PrMod1,TSys32,AB-3CD-9,18.12.2023,00:46:49,System_issue,System_error,00:02:39,00:02:39,0.0
MatNr1,2176,PrMod4,TSys32,AB-3CD-4,18.12.2023,01:08:17,OK,OK,00:02:20,00:02:20,-0.0
MatNr3,2177,PrMod1,TSys27,AB-2CD-2,18.12.2023,01:31:01,OK,OK,00:02:24,00:02:24,0.0
MatNr2,2178,PrMod1,TSys54,AB-1CD-3,18.12.2023,01:53:25,OK,OK,00:01:38,00:01:38,0.0
MatNr3,2179,PrMod4,TSys54,AB-2CD-0,18.12.2023,02:20:53,System_issue,System_error,00:02:05,00:02:05,0.0
MatNr3,2180,PrMod2,TSys54,AB-1CD-7,18.12.2023,02:46:43,OK,OK,00:01:53,00:01:53,0.0
MatNr3,2181,PrMod4,TSys54,AB-2CD-9,18.12.2023,03:10:29,System_issue,System_error,00:02:11,00:02:11,0.0
MatNr1,2182,PrMod1,TSys27,AB-1CD-8,18.12.2023,03:37:38,OK,OK,00:02:17,00:02:17,0.0
MatNr2,2183,PrMod3,TSys54,AB-2CD-9,18.12.2023,03:59:39,OK,OK,00:02:06,00:02:06,0.0
MatNr2,2184,PrMod4,TSys54,AB-2CD-7,18.12.2023,04:27:45,System_issue,System_error,00:02:18,00:02:18,0.0
MatNr1,2185,PrMod2,TSys32,AB-1CD-1,18.12.2023,04:52:15,OK,OK,00:01:41,00:01:41,0.0
MatNr1,2186,PrMod3,TSys32,AB-2CD-4,18.12.2023,05:15:56,OK,OK,00:01:54,00:01:54,0.0
MatNr1,2187,PrMod2,TSys54,AB-2CD-7,18.12.2023,05:37:54,OK,OK,00:01:44,00:01:44,0.0
MatNr1,2188,PrMod2,TSys54,AB-1CD-0,18.12.2023,06:00:50,OK,OK,00:01:30,00:01:30,0.0
MatNr1,2189,PrMod3,TSys32,AB-1CD-4,18.12.2023,06:21:31,OK,OK,00:01:54,00:01:54,0.0
MatNr2,2190,PrMod2,TSys54,AB-1CD-6,18.12.2023,06:42:23,System_issue,System_error,00:01:20,00:01:20,-0.0
MatNr1,2191,PrMod4,TSys54,AB-3CD-7,18.12.2023,07:07:51,OK,OK,00:01:48,00:01:48,0.0
MatNr3,2192,PrMod1,TSys27,AB-2CD-6,18.12.2023,07:30:17,OK,OK,00:01:35,00:01:35,0.0
MatNr1,2193,PrMod2,TSys27,AB-3CD-0,18.12.2023,07:52:56,OK,OK,00:02:10,00:02:10,0.0
MatNr1,2194,PrMod2,TSys32,AB-2CD-7,18.12.2023,08:16:28,angel_to_wide,Tolerance_violence,00:01:53,00:01:53,0.0
MatNr2,2195,PrMod3,TSys54,AB-3CD-9,18.12.2023,08:38:54,OK,OK,00:01:10,00:01:10,0.0
MatNr2,2196,PrMod2,TSys27,AB-3CD-5,18.12.2023,09:00:59,OK,OK,00:01:41,00:01:41,0.0
MatNr3,2197,PrMod3,TSys32,AB-2CD-6,18.12.2023,09:26:10,OK,OK,00:02:23,00:02:23,0.0
MatNr2,2198,PrMod4,TSys27,AB-1CD-6,18.12.2023,09:47:35,OK,OK,00:01:48,00:01:48,0.0
MatNr3,2199,PrMod1,TSys32,AB-3CD-1,18.12.2023,10:07:47,OK,OK,00:02:09,00:02:09,0.0
MatNr3,2200,PrMod1,TSys54,AB-2CD-3,18.12.2023,10:30:29,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2201,PrMod2,TSys32,AB-3CD-5,18.12.2023,10:53:11,OK,OK,00:01:38,00:01:38,0.0
MatNr1,2202,PrMod4,TSys54,AB-3CD-5,18.12.2023,11:16:37,OK,OK,00:01:58,00:01:58,0.0
MatNr1,2203,PrMod2,TSys54,AB-2CD-8,18.12.2023,11:37:26,OK,OK,00:02:45,00:02:45,0.0
MatNr2,2204,PrMod1,TSys32,AB-2CD-4,18.12.2023,12:01:12,angel_to_wide,Tolerance_violence,00:01:07,00:01:07,0.0
MatNr1,2205,PrMod3,TSys54,AB-1CD-6,18.12.2023,12:21:32,OK,OK,00:02:01,00:02:01,0.0
MatNr2,2206,PrMod3,TSys27,AB-1CD-7,18.12.2023,12:42:38,OK,OK,00:03:02,00:03:02,0.0
MatNr3,2207,PrMod1,TSys54,AB-1CD-5,18.12.2023,13:07:44,OK,OK,00:02:09,00:02:09,0.0
MatNr3,2208,PrMod1,TSys27,AB-2CD-7,18.12.2023,13:30:49,OK,OK,00:01:25,00:01:25,0.0
MatNr2,2209,PrMod3,TSys32,AB-3CD-5,18.12.2023,13:53:39,OK,OK,00:02:06,00:02:06,0.0
MatNr3,2210,PrMod4,TSys27,AB-3CD-5,18.12.2023,14:18:55,System_issue,System_error,00:01:43,00:01:43,0.0
MatNr3,2210,PrMod4,TSys27,AB-3CD-5,18.12.2023,14:22:39,System_issue,System_error,00:01:24,00:01:24,0.0
MatNr3,2211,PrMod1,TSys32,AB-1CD-3,18.12.2023,14:45:12,OK,OK,00:01:44,00:01:44,0.0
