MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1
MatNr2,1442,PrMod4,TSys54,AB-1CD-5,08.09.2024,03:32:28,Angel_to_low,Tolerance_violence,00:01:23,00:01:23
MatNr3,1443,PrMod2,TSys54,AB-2CD-4,08.09.2024,03:52:31,OK,OK,00:01:53,00:01:53
MatNr1,1444,PrMod3,TSys27,AB-1CD-1,08.09.2024,04:11:24,System_issue,System_error,00:01:58,00:01:58
MatNr2,1445,PrMod1,TSys27,AB-1CD-6,08.09.2024,04:34:29,System_issue,System_error,00:01:44,00:01:44
MatNr3,1446,PrMod4,TSys32,AB-3CD-6,08.09.2024,04:55:49,OK,OK,00:01:52,00:01:52
MatNr1,1447,PrMod1,TSys32,AB-2CD-7,08.09.2024,05:19:21,OK,OK,00:02:29,00:02:29
MatNr3,1448,PrMod4,TSys54,AB-2CD-0,08.09.2024,05:43:06,OK,OK,00:02:02,00:02:02
MatNr3,1449,PrMod1,TSys32,AB-3CD-8,08.09.2024,06:04:05,angel_to_wide,Tolerance_violence,00:02:16,00:02:16
MatNr3,1450,PrMod2,TSys54,AB-3CD-5,08.09.2024,06:26:47,OK,OK,00:01:51,00:01:51
MatNr3,1451,PrMod4,TSys32,AB-2CD-4,08.09.2024,06:50:20,OK,OK,00:02:30,00:02:30
MatNr1,1452,PrMod4,TSys54,AB-3CD-8,08.09.2024,07:14:50,angel_to_wide,Tolerance_violence,00:02:20,00:02:20
MatNr3,1453,PrMod4,TSys27,AB-2CD-0,08.09.2024,07:36:54,OK,OK,00:01:45,00:01:45
MatNr3,1454,PrMod1,TSys32,AB-2CD-8,08.09.2024,07:59:43,temperature_to_high,Tolerance_violence,00:01:54,00:01:54
MatNr2,1455,PrMod1,TSys27,AB-2CD-4,08.09.2024,08:22:26,System_issue,System_error,00:01:53,00:01:53
MatNr2,1456,PrMod3,TSys54,AB-3CD-4,08.09.2024,08:50:48,angel_to_wide,Tolerance_violence,00:01:38,00:01:38
MatNr1,1457,PrMod1,TSys32,AB-2CD-2,08.09.2024,09:14:04,OK,OK,00:02:15,00:02:15
MatNr2,1458,PrMod1,TSys54,AB-3CD-5,08.09.2024,09:37:09,OK,OK,00:02:08,00:02:08
MatNr3,1459,PrMod4,TSys27,AB-2CD-1,08.09.2024,10:01:10,OK,OK,00:02:04,00:02:04
MatNr1,1460,PrMod4,TSys32,AB-3CD-0,08.09.2024,10:25:42,OK,OK,00:02:17,00:02:17
MatNr2,1461,PrMod1,TSys54,AB-3CD-5,08.09.2024,10:49:37,OK,OK,00:01:31,00:01:31
MatNr1,1462,PrMod1,TSys54,AB-3CD-7,08.09.2024,11:12:31,OK,OK,00:02:09,00:02:09
MatNr3,1463,PrMod3,TSys32,AB-3CD-2,08.09.2024,11:35:52,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr3,1464,PrMod1,TSys27,AB-2CD-3,08.09.2024,11:59:45,OK,OK,00:02:20,00:02:20
MatNr3,1465,PrMod3,TSys32,AB-3CD-1,08.09.2024,12:28:52,System_issue,System_error,00:01:47,00:01:47
MatNr2,1466,PrMod4,TSys27,AB-3CD-1,08.09.2024,12:51:58,OK,OK,00:02:12,00:02:12
MatNr1,1467,PrMod2,TSys32,AB-1CD-0,08.09.2024,13:14:50,OK,OK,00:02:08,00:02:08
MatNr2,1468,PrMod1,TSys27,AB-2CD-1,08.09.2024,13:36:02,OK,OK,00:02:17,00:02:17
MatNr3,1469,PrMod4,TSys54,AB-1CD-7,08.09.2024,13:59:17,OK,OK,00:02:21,00:02:21
MatNr3,1470,PrMod2,TSys27,AB-3CD-2,08.09.2024,14:19:48,OK,OK,00:02:14,00:02:14
MatNr3,1471,PrMod1,TSys27,AB-1CD-1,08.09.2024,14:45:39,OK,OK,00:02:10,00:02:10
MatNr2,1472,PrMod1,TSys54,AB-3CD-3,08.09.2024,15:10:25,OK,OK,00:02:29,00:02:29
MatNr3,1473,PrMod2,TSys54,AB-3CD-1,08.09.2024,15:32:35,OK,OK,00:02:03,00:02:03
MatNr3,1474,PrMod3,TSys32,AB-1CD-5,08.09.2024,15:56:51,angel_to_wide,Tolerance_violence,00:01:30,00:01:30
MatNr2,1475,PrMod4,TSys54,AB-1CD-1,08.09.2024,16:23:02,OK,OK,00:02:27,00:02:27
MatNr2,1476,PrMod2,TSys32,AB-3CD-4,08.09.2024,16:43:46,OK,OK,00:01:42,00:01:42
MatNr2,1477,PrMod4,TSys54,AB-3CD-6,08.09.2024,17:04:45,OK,OK,00:02:06,00:02:06
MatNr3,1478,PrMod1,TSys54,AB-3CD-0,08.09.2024,17:27:26,OK,OK,00:01:54,00:01:54
MatNr3,1479,PrMod4,TSys27,AB-1CD-9,08.09.2024,17:48:28,OK,OK,00:01:40,00:01:40
MatNr3,1480,PrMod3,TSys54,AB-2CD-8,08.09.2024,18:13:02,OK,OK,00:02:08,00:02:08
MatNr2,1481,PrMod3,TSys32,AB-2CD-5,08.09.2024,18:49:24,System_issue,System_error,00:02:04,00:02:04
MatNr3,1482,PrMod1,TSys54,AB-1CD-1,08.09.2024,19:08:36,OK,OK,00:02:41,00:02:41
MatNr2,1483,PrMod2,TSys54,AB-2CD-3,08.09.2024,19:33:12,OK,OK,00:02:07,00:02:07
MatNr3,1484,PrMod2,TSys32,AB-2CD-3,08.09.2024,19:56:53,Angel_to_low,Tolerance_violence,00:01:55,00:01:55
MatNr2,1485,PrMod3,TSys27,AB-3CD-6,08.09.2024,20:21:10,OK,OK,00:01:49,00:01:49
MatNr1,1486,PrMod1,TSys32,AB-2CD-6,08.09.2024,20:42:23,angel_to_wide,Tolerance_violence,00:01:57,00:01:57
MatNr2,1487,PrMod1,TSys32,AB-2CD-6,08.09.2024,21:06:02,OK,OK,00:02:15,00:02:15
MatNr2,1488,PrMod4,TSys32,AB-1CD-8,08.09.2024,21:29:59,OK,OK,00:01:32,00:01:32
MatNr3,1489,PrMod3,TSys32,AB-3CD-7,08.09.2024,21:53:46,OK,OK,00:01:58,00:01:58
MatNr1,1490,PrMod3,TSys32,AB-3CD-4,08.09.2024,22:14:33,OK,OK,00:01:50,00:01:50
MatNr3,1491,PrMod4,TSys54,AB-3CD-4,08.09.2024,22:38:33,OK,OK,00:02:53,00:02:53
MatNr3,1492,PrMod2,TSys32,AB-1CD-1,08.09.2024,23:02:33,temperature_to_high,Tolerance_violence,00:02:01,00:02:01
MatNr1,1493,PrMod3,TSys54,AB-2CD-0,08.09.2024,23:24:45,Angel_to_low,Tolerance_violence,00:01:30,00:01:30
MatNr3,1494,PrMod4,TSys27,AB-3CD-2,08.09.2024,23:47:09,OK,OK,00:01:27,00:01:27
MatNr1,1495,PrMod2,TSys54,AB-1CD-2,09.09.2024,00:09:24,OK,OK,00:02:00,00:02:00
MatNr2,1496,PrMod1,TSys54,AB-2CD-5,09.09.2024,00:35:36,OK,OK,00:02:41,00:02:41
MatNr2,1497,PrMod2,TSys27,AB-3CD-7,09.09.2024,00:59:04,OK,OK,00:01:58,00:01:58
MatNr2,1498,PrMod2,TSys54,AB-3CD-9,09.09.2024,01:23:12,OK,OK,00:01:09,00:01:09
MatNr1,1499,PrMod2,TSys32,AB-1CD-8,09.09.2024,01:44:32,System_issue,System_error,00:02:03,00:02:03
MatNr2,1500,PrMod3,TSys32,AB-1CD-6,09.09.2024,02:06:54,OK,OK,00:01:26,00:01:26
MatNr1,1501,PrMod2,TSys27,AB-3CD-6,09.09.2024,02:28:35,OK,OK,00:01:52,00:01:52
MatNr3,1502,PrMod3,TSys27,AB-1CD-0,09.09.2024,02:54:05,System_issue,System_error,00:02:13,00:02:13
MatNr3,1503,PrMod1,TSys27,AB-3CD-8,09.09.2024,03:16:23,OK,OK,00:01:33,00:01:33
MatNr1,1504,PrMod3,TSys54,AB-1CD-0,09.09.2024,03:37:29,OK,OK,00:01:49,00:01:49
MatNr2,1505,PrMod1,TSys54,AB-1CD-1,09.09.2024,04:03:03,OK,OK,00:01:44,00:01:44
MatNr1,1506,PrMod3,TSys54,AB-3CD-7,09.09.2024,04:25:22,OK,OK,00:01:59,00:01:59
MatNr1,1507,PrMod3,TSys27,AB-1CD-7,09.09.2024,04:47:51,OK,OK,00:01:36,00:01:36
MatNr2,1508,PrMod2,TSys32,AB-3CD-0,09.09.2024,05:08:44,OK,OK,00:02:25,00:02:25
MatNr1,1509,PrMod2,TSys54,AB-2CD-7,09.09.2024,05:33:38,System_issue,System_error,00:02:05,00:02:05
MatNr1,1509,PrMod2,TSys54,AB-2CD-7,09.09.2024,05:38:29,System_issue,System_error,00:02:13,00:02:13
MatNr3,1510,PrMod4,TSys27,AB-2CD-6,09.09.2024,06:09:31,System_issue,System_error,00:02:16,00:02:16
MatNr3,1511,PrMod1,TSys32,AB-3CD-2,09.09.2024,06:30:16,OK,OK,00:02:17,00:02:17
MatNr2,1512,PrMod1,TSys32,AB-1CD-9,09.09.2024,06:54:45,OK,OK,00:01:52,00:01:52
MatNr2,1513,PrMod3,TSys32,AB-1CD-1,09.09.2024,07:16:53,OK,OK,00:02:03,00:02:03
MatNr3,1514,PrMod3,TSys54,AB-3CD-3,09.09.2024,07:40:32,OK,OK,00:02:12,00:02:12
MatNr1,1515,PrMod3,TSys27,AB-2CD-3,09.09.2024,08:02:42,OK,OK,00:02:10,00:02:10
MatNr2,1516,PrMod1,TSys32,AB-1CD-6,09.09.2024,08:24:56,OK,OK,00:02:24,00:02:24
MatNr3,1517,PrMod2,TSys32,AB-3CD-1,09.09.2024,08:47:07,OK,OK,00:01:49,00:01:49
MatNr2,1518,PrMod2,TSys32,AB-1CD-0,09.09.2024,09:10:06,OK,OK,00:01:37,00:01:37
MatNr2,1519,PrMod3,TSys27,AB-2CD-5,09.09.2024,09:37:57,System_issue,System_error,00:02:34,00:02:34
MatNr3,1520,PrMod1,TSys54,AB-2CD-7,09.09.2024,09:58:32,OK,OK,00:02:00,00:02:00
MatNr1,1521,PrMod3,TSys54,AB-3CD-1,09.09.2024,10:21:23,OK,OK,00:01:42,00:01:42
MatNr3,1522,PrMod4,TSys54,AB-1CD-0,09.09.2024,10:44:02,OK,OK,00:02:29,00:02:29
MatNr2,1523,PrMod3,TSys27,AB-3CD-8,09.09.2024,11:07:34,angel_to_wide,Tolerance_violence,00:02:04,00:02:04
MatNr3,1524,PrMod1,TSys32,AB-1CD-7,09.09.2024,11:32:48,OK,OK,00:02:05,00:02:05
MatNr1,1525,PrMod3,TSys54,AB-1CD-2,09.09.2024,11:57:35,OK,OK,00:01:41,00:01:41
MatNr3,1526,PrMod4,TSys54,AB-2CD-5,09.09.2024,12:20:13,OK,OK,00:01:50,00:01:50
MatNr1,1527,PrMod1,TSys32,AB-3CD-0,09.09.2024,12:42:26,OK,OK,00:02:13,00:02:13
MatNr1,1528,PrMod3,TSys54,AB-3CD-9,09.09.2024,13:08:33,System_issue,System_error,00:02:04,00:02:04
MatNr1,1529,PrMod3,TSys27,AB-2CD-4,09.09.2024,13:30:55,OK,OK,00:02:35,00:02:35
MatNr2,1530,PrMod4,TSys54,AB-2CD-6,09.09.2024,13:55:40,OK,OK,00:02:05,00:02:05
MatNr3,1531,PrMod4,TSys54,AB-2CD-1,09.09.2024,14:17:33,OK,OK,00:01:39,00:01:39
MatNr2,1532,PrMod3,TSys54,AB-1CD-3,09.09.2024,14:39:57,OK,OK,00:01:56,00:01:56
MatNr3,1533,PrMod2,TSys32,AB-3CD-3,09.09.2024,15:13:15,Angel_to_low,Tolerance_violence,00:01:46,00:01:46
MatNr1,1534,PrMod4,TSys27,AB-1CD-1,09.09.2024,15:34:47,OK,OK,00:01:48,00:01:48
MatNr3,1535,PrMod2,TSys27,AB-3CD-9,09.09.2024,15:57:31,temperature_to_high,Tolerance_violence,00:02:08,00:02:08
MatNr3,1536,PrMod1,TSys54,AB-2CD-0,09.09.2024,16:22:41,OK,OK,00:02:18,00:02:18
MatNr3,1537,PrMod4,TSys32,AB-1CD-7,09.09.2024,16:45:53,OK,OK,00:02:29,00:02:29
MatNr2,1538,PrMod3,TSys54,AB-3CD-0,09.09.2024,17:11:42,OK,OK,00:02:29,00:02:29
MatNr3,1539,PrMod1,TSys32,AB-2CD-7,09.09.2024,17:31:50,OK,OK,00:01:53,00:01:53
MatNr1,1540,PrMod3,TSys27,AB-2CD-0,09.09.2024,17:55:54,System_issue,System_error,00:02:12,00:02:12
MatNr3,1541,PrMod3,TSys32,AB-1CD-7,09.09.2024,18:17:37,OK,OK,00:01:51,00:01:51
MatNr2,1542,PrMod2,TSys54,AB-2CD-0,09.09.2024,18:38:50,OK,OK,00:02:04,00:02:04
MatNr3,1543,PrMod4,TSys27,AB-3CD-0,09.09.2024,19:05:43,OK,OK,00:02:03,00:02:03
MatNr3,1544,PrMod1,TSys27,AB-3CD-0,09.09.2024,19:29:21,OK,OK,00:01:45,00:01:45
MatNr3,1545,PrMod3,TSys54,AB-2CD-4,09.09.2024,19:51:42,OK,OK,00:01:31,00:01:31
MatNr2,1546,PrMod1,TSys27,AB-2CD-1,09.09.2024,20:14:57,OK,OK,00:01:49,00:01:49
MatNr3,1547,PrMod1,TSys27,AB-1CD-7,09.09.2024,20:38:05,OK,OK,00:02:33,00:02:33
MatNr2,1548,PrMod1,TSys32,AB-3CD-7,09.09.2024,21:02:05,OK,OK,00:00:59,00:00:59
MatNr1,1549,PrMod1,TSys54,AB-1CD-7,09.09.2024,21:26:07,OK,OK,00:01:39,00:01:39
MatNr3,1550,PrMod2,TSys54,AB-3CD-5,09.09.2024,21:46:21,temperature_to_high,Tolerance_violence,00:02:11,00:02:11
MatNr3,1551,PrMod2,TSys32,AB-3CD-6,09.09.2024,22:11:15,System_issue,System_error,00:01:58,00:01:58
MatNr3,1551,PrMod2,TSys32,AB-3CD-6,09.09.2024,22:16:36,System_issue,System_error,00:01:16,00:01:16
MatNr2,1552,PrMod3,TSys27,AB-2CD-2,09.09.2024,22:38:33,OK,OK,00:01:55,00:01:55
MatNr2,1553,PrMod4,TSys32,AB-3CD-8,09.09.2024,22:59:06,temperature_to_high,Tolerance_violence,00:01:53,00:01:53
MatNr3,1554,PrMod2,TSys54,AB-2CD-5,09.09.2024,23:27:37,Angel_to_low,Tolerance_violence,00:01:41,00:01:41
MatNr1,1555,PrMod1,TSys32,AB-1CD-7,09.09.2024,23:51:28,temperature_to_high,Tolerance_violence,00:02:09,00:02:09
MatNr1,1556,PrMod4,TSys54,AB-3CD-7,10.09.2024,00:15:40,OK,OK,00:01:58,00:01:58
MatNr1,1557,PrMod3,TSys27,AB-1CD-1,10.09.2024,00:38:41,OK,OK,00:02:13,00:02:13
MatNr2,1558,PrMod3,TSys54,AB-1CD-8,10.09.2024,00:58:27,OK,OK,00:02:04,00:02:04
MatNr1,1559,PrMod2,TSys32,AB-1CD-3,10.09.2024,01:24:52,OK,OK,00:02:29,00:02:29
MatNr2,1560,PrMod2,TSys54,AB-1CD-4,10.09.2024,01:48:30,OK,OK,00:02:05,00:02:05
MatNr1,1561,PrMod1,TSys27,AB-3CD-1,10.09.2024,02:11:10,OK,OK,00:02:20,00:02:20
MatNr2,1562,PrMod1,TSys54,AB-1CD-2,10.09.2024,02:35:10,OK,OK,00:02:30,00:02:30
MatNr1,1563,PrMod2,TSys27,AB-3CD-3,10.09.2024,03:00:56,OK,OK,00:01:48,00:01:48
MatNr1,1564,PrMod4,TSys54,AB-2CD-4,10.09.2024,03:27:31,angel_to_wide,Tolerance_violence,00:02:27,00:02:27
MatNr3,1565,PrMod4,TSys27,AB-1CD-9,10.09.2024,03:48:59,angel_to_wide,Tolerance_violence,00:02:14,00:02:14
MatNr2,1566,PrMod4,TSys54,AB-2CD-9,10.09.2024,04:14:37,OK,OK,00:01:24,00:01:24
MatNr2,1567,PrMod1,TSys54,AB-2CD-5,10.09.2024,04:39:21,angel_to_wide,Tolerance_violence,00:01:44,00:01:44
MatNr2,1568,PrMod2,TSys54,AB-1CD-1,10.09.2024,05:02:31,OK,OK,00:02:20,00:02:20
MatNr1,1569,PrMod3,TSys27,AB-1CD-4,10.09.2024,05:25:53,angel_to_wide,Tolerance_violence,00:01:45,00:01:45
MatNr1,1570,PrMod4,TSys27,AB-2CD-5,10.09.2024,05:49:43,System_issue,System_error,00:02:01,00:02:01
MatNr1,1570,PrMod4,TSys27,AB-2CD-5,10.09.2024,05:54:29,System_issue,System_error,00:01:28,00:01:28
MatNr1,1571,PrMod4,TSys54,AB-3CD-5,10.09.2024,06:19:05,OK,OK,00:01:34,00:01:34
MatNr1,1572,PrMod4,TSys32,AB-3CD-7,10.09.2024,06:45:31,temperature_to_high,Tolerance_violence,00:02:12,00:02:12
MatNr2,1573,PrMod2,TSys54,AB-2CD-9,10.09.2024,07:08:35,OK,OK,00:01:37,00:01:37
MatNr2,1574,PrMod2,TSys54,AB-3CD-5,10.09.2024,07:31:34,OK,OK,00:01:34,00:01:34
MatNr2,1575,PrMod3,TSys27,AB-3CD-8,10.09.2024,07:54:09,System_issue,System_error,00:01:50,00:01:50
MatNr2,1575,PrMod3,TSys27,AB-3CD-8,10.09.2024,07:59:44,System_issue,System_error,00:02:13,00:02:13
MatNr2,1576,PrMod4,TSys32,AB-1CD-5,10.09.2024,08:30:54,angel_to_wide,Tolerance_violence,00:01:42,00:01:42
MatNr1,1577,PrMod1,TSys32,AB-3CD-3,10.09.2024,08:58:52,OK,OK,00:01:40,00:01:40
MatNr1,1578,PrMod1,TSys54,AB-1CD-9,10.09.2024,09:21:44,Angel_to_low,Tolerance_violence,00:01:49,00:01:49
MatNr2,1579,PrMod4,TSys54,AB-2CD-4,10.09.2024,09:43:04,OK,OK,00:01:21,00:01:21
MatNr2,1580,PrMod1,TSys54,AB-3CD-8,10.09.2024,10:05:26,OK,OK,00:01:44,00:01:44
MatNr3,1581,PrMod2,TSys54,AB-2CD-9,10.09.2024,10:29:44,angel_to_wide,Tolerance_violence,00:02:05,00:02:05
MatNr3,1582,PrMod1,TSys54,AB-3CD-3,10.09.2024,10:54:21,OK,OK,00:02:24,00:02:24
MatNr1,1583,PrMod2,TSys54,AB-3CD-7,10.09.2024,11:19:14,OK,OK,00:02:06,00:02:06
MatNr3,1584,PrMod4,TSys54,AB-1CD-6,10.09.2024,11:44:29,OK,OK,00:02:21,00:02:21
MatNr3,1585,PrMod1,TSys54,AB-3CD-7,10.09.2024,12:10:01,angel_to_wide,Tolerance_violence,00:01:51,00:01:51
MatNr3,1586,PrMod4,TSys32,AB-1CD-2,10.09.2024,12:36:08,OK,OK,00:02:09,00:02:09
MatNr1,1587,PrMod3,TSys54,AB-2CD-2,10.09.2024,13:01:47,OK,OK,00:02:06,00:02:06
MatNr2,1588,PrMod3,TSys54,AB-2CD-5,10.09.2024,13:23:35,OK,OK,00:02:29,00:02:29
MatNr2,1589,PrMod2,TSys27,AB-1CD-0,10.09.2024,13:47:07,System_issue,System_error,00:01:26,00:01:26
MatNr2,1589,PrMod2,TSys27,AB-1CD-0,10.09.2024,13:51:30,System_issue,System_error,00:01:54,00:01:54
MatNr3,1590,PrMod3,TSys32,AB-2CD-1,10.09.2024,14:16:20,OK,OK,00:01:57,00:01:57
MatNr1,1591,PrMod1,TSys27,AB-1CD-4,10.09.2024,14:37:01,OK,OK,00:02:22,00:02:22
MatNr1,1592,PrMod4,TSys54,AB-2CD-2,10.09.2024,15:03:06,System_issue,System_error,00:02:02,00:02:02
MatNr2,1593,PrMod2,TSys27,AB-2CD-2,10.09.2024,15:25:08,temperature_to_high,Tolerance_violence,00:02:05,00:02:05
MatNr1,1594,PrMod1,TSys32,AB-3CD-1,10.09.2024,15:53:26,angel_to_wide,Tolerance_violence,00:02:01,00:02:01
MatNr3,1595,PrMod4,TSys27,AB-1CD-7,10.09.2024,16:15:48,OK,OK,00:02:02,00:02:02
MatNr1,1596,PrMod2,TSys27,AB-2CD-8,10.09.2024,16:40:01,OK,OK,00:01:52,00:01:52
MatNr1,1597,PrMod3,TSys54,AB-1CD-9,10.09.2024,17:05:51,OK,OK,00:02:00,00:02:00
MatNr3,1598,PrMod4,TSys32,AB-1CD-5,10.09.2024,17:37:44,System_issue,System_error,00:02:30,00:02:30
MatNr2,1599,PrMod2,TSys32,AB-2CD-6,10.09.2024,18:03:26,OK,OK,00:01:42,00:01:42
MatNr2,1600,PrMod1,TSys27,AB-1CD-8,10.09.2024,18:28:20,angel_to_wide,Tolerance_violence,00:01:51,00:01:51
MatNr2,1601,PrMod4,TSys27,AB-2CD-0,10.09.2024,18:51:54,OK,OK,00:01:35,00:01:35
MatNr1,1602,PrMod4,TSys54,AB-1CD-6,10.09.2024,19:14:49,angel_to_wide,Tolerance_violence,00:01:43,00:01:43
MatNr2,1603,PrMod3,TSys27,AB-3CD-3,10.09.2024,19:38:58,Angel_to_low,Tolerance_violence,00:01:33,00:01:33
MatNr1,1604,PrMod2,TSys27,AB-2CD-4,10.09.2024,20:04:21,angel_to_wide,Tolerance_violence,00:01:57,00:01:57
MatNr1,1605,PrMod2,TSys32,AB-3CD-0,10.09.2024,20:28:33,OK,OK,00:01:51,00:01:51
MatNr2,1606,PrMod2,TSys27,AB-2CD-3,10.09.2024,20:50:33,OK,OK,00:02:14,00:02:14
MatNr2,1607,PrMod1,TSys32,AB-2CD-4,10.09.2024,21:15:16,OK,OK,00:01:54,00:01:54
MatNr2,1608,PrMod2,TSys32,AB-3CD-4,10.09.2024,21:40:41,angel_to_wide,Tolerance_violence,00:02:18,00:02:18
MatNr3,1609,PrMod2,TSys27,AB-1CD-7,10.09.2024,22:03:55,Angel_to_low,Tolerance_violence,00:02:41,00:02:41
MatNr1,1610,PrMod2,TSys32,AB-3CD-3,10.09.2024,22:27:12,OK,OK,00:02:11,00:02:11
MatNr3,1611,PrMod2,TSys54,AB-1CD-2,10.09.2024,22:51:19,OK,OK,00:02:33,00:02:33
MatNr1,1612,PrMod4,TSys54,AB-2CD-6,10.09.2024,23:16:45,OK,OK,00:01:46,00:01:46
MatNr3,1613,PrMod3,TSys32,AB-1CD-3,10.09.2024,23:41:15,OK,OK,00:01:49,00:01:49
MatNr1,1614,PrMod4,TSys27,AB-2CD-1,11.09.2024,00:02:57,angel_to_wide,Tolerance_violence,00:02:03,00:02:03
MatNr2,1615,PrMod1,TSys32,AB-2CD-7,11.09.2024,00:26:28,OK,OK,00:01:57,00:01:57
MatNr3,1616,PrMod4,TSys27,AB-1CD-9,11.09.2024,00:52:56,OK,OK,00:01:48,00:01:48
MatNr1,1617,PrMod3,TSys32,AB-1CD-4,11.09.2024,01:14:20,OK,OK,00:01:42,00:01:42
MatNr1,1618,PrMod1,TSys27,AB-1CD-6,11.09.2024,01:37:44,OK,OK,00:01:56,00:01:56
MatNr2,1619,PrMod4,TSys27,AB-1CD-9,11.09.2024,02:01:38,Angel_to_low,Tolerance_violence,00:02:17,00:02:17
MatNr3,1620,PrMod1,TSys27,AB-1CD-7,11.09.2024,02:26:10,OK,OK,00:02:19,00:02:19
MatNr1,1621,PrMod1,TSys54,AB-2CD-4,11.09.2024,02:51:23,OK,OK,00:01:53,00:01:53
MatNr3,1622,PrMod2,TSys27,AB-1CD-1,11.09.2024,03:10:25,OK,OK,00:02:14,00:02:14
MatNr2,1623,PrMod4,TSys54,AB-2CD-1,11.09.2024,03:34:14,OK,OK,00:01:57,00:01:57
MatNr1,1624,PrMod1,TSys54,AB-3CD-4,11.09.2024,03:54:16,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr2,1625,PrMod3,TSys27,AB-3CD-3,11.09.2024,04:19:08,OK,OK,00:02:31,00:02:31
MatNr1,1626,PrMod2,TSys32,AB-2CD-2,11.09.2024,04:43:08,OK,OK,00:01:51,00:01:51
MatNr1,1627,PrMod3,TSys27,AB-2CD-9,11.09.2024,05:05:21,OK,OK,00:01:22,00:01:22
MatNr3,1628,PrMod3,TSys27,AB-2CD-0,11.09.2024,05:25:25,OK,OK,00:01:56,00:01:56
MatNr3,1629,PrMod2,TSys32,AB-1CD-5,11.09.2024,05:49:18,OK,OK,00:02:03,00:02:03
MatNr2,1630,PrMod1,TSys54,AB-1CD-3,11.09.2024,06:11:22,Angel_to_low,Tolerance_violence,00:01:29,00:01:29
MatNr1,1631,PrMod2,TSys27,AB-1CD-9,11.09.2024,06:34:15,OK,OK,00:02:21,00:02:21
MatNr3,1632,PrMod2,TSys27,AB-2CD-0,11.09.2024,06:57:53,OK,OK,00:02:00,00:02:00
MatNr1,1633,PrMod4,TSys27,AB-1CD-8,11.09.2024,07:20:55,Angel_to_low,Tolerance_violence,00:02:14,00:02:14
MatNr2,1634,PrMod2,TSys54,AB-2CD-9,11.09.2024,07:46:30,temperature_to_high,Tolerance_violence,00:02:17,00:02:17
MatNr2,1635,PrMod1,TSys27,AB-1CD-2,11.09.2024,08:09:04,OK,OK,00:02:09,00:02:09
MatNr3,1636,PrMod1,TSys32,AB-1CD-4,11.09.2024,08:28:50,OK,OK,00:01:55,00:01:55
MatNr2,1637,PrMod4,TSys27,AB-1CD-6,11.09.2024,08:52:06,OK,OK,00:01:45,00:01:45
MatNr3,1638,PrMod3,TSys27,AB-2CD-2,11.09.2024,09:16:14,OK,OK,00:01:43,00:01:43
MatNr2,1639,PrMod2,TSys54,AB-1CD-2,11.09.2024,09:38:24,OK,OK,00:01:38,00:01:38
MatNr1,1640,PrMod4,TSys54,AB-2CD-3,11.09.2024,10:06:02,angel_to_wide,Tolerance_violence,00:01:45,00:01:45
MatNr3,1641,PrMod1,TSys32,AB-2CD-5,11.09.2024,10:35:19,temperature_to_high,Tolerance_violence,00:02:23,00:02:23
MatNr3,1642,PrMod3,TSys32,AB-1CD-9,11.09.2024,10:57:18,OK,OK,00:02:03,00:02:03
MatNr1,1643,PrMod1,TSys54,AB-1CD-7,11.09.2024,11:23:22,OK,OK,00:02:16,00:02:16
MatNr1,1644,PrMod3,TSys27,AB-3CD-1,11.09.2024,11:45:49,Angel_to_low,Tolerance_violence,00:02:31,00:02:31
MatNr1,1645,PrMod3,TSys54,AB-3CD-0,11.09.2024,12:08:05,OK,OK,00:01:57,00:01:57
MatNr3,1646,PrMod3,TSys27,AB-1CD-9,11.09.2024,12:33:31,angel_to_wide,Tolerance_violence,00:01:35,00:01:35
MatNr2,1647,PrMod1,TSys27,AB-2CD-3,11.09.2024,12:53:42,OK,OK,00:02:12,00:02:12
MatNr2,1648,PrMod4,TSys32,AB-3CD-3,11.09.2024,13:13:50,Angel_to_low,Tolerance_violence,00:01:38,00:01:38
MatNr1,1649,PrMod4,TSys32,AB-2CD-8,11.09.2024,13:35:52,OK,OK,00:02:34,00:02:34
MatNr3,1650,PrMod3,TSys27,AB-3CD-0,11.09.2024,14:02:25,OK,OK,00:02:15,00:02:15
MatNr1,1651,PrMod4,TSys32,AB-2CD-4,11.09.2024,14:26:42,OK,OK,00:01:39,00:01:39
MatNr1,1652,PrMod1,TSys54,AB-2CD-2,11.09.2024,14:49:30,OK,OK,00:02:06,00:02:06
MatNr1,1653,PrMod3,TSys27,AB-3CD-9,11.09.2024,15:13:13,OK,OK,00:02:04,00:02:04
MatNr2,1654,PrMod2,TSys27,AB-2CD-0,11.09.2024,15:36:52,OK,OK,00:02:06,00:02:06
MatNr3,1655,PrMod3,TSys32,AB-2CD-1,11.09.2024,16:02:03,OK,OK,00:01:55,00:01:55
MatNr1,1656,PrMod1,TSys32,AB-2CD-7,11.09.2024,16:26:35,OK,OK,00:02:07,00:02:07
MatNr2,1657,PrMod4,TSys32,AB-1CD-2,11.09.2024,16:49:11,OK,OK,00:01:41,00:01:41
MatNr3,1658,PrMod1,TSys32,AB-3CD-9,11.09.2024,17:11:27,OK,OK,00:02:01,00:02:01
